@RELATION miceSleep
@ATTRIBUTE EMGAverage  REAL
@ATTRIBUTE EMGStandardDev  REAL
@ATTRIBUTE EMGmin  REAL
@ATTRIBUTE EMGmax  REAL
@ATTRIBUTE EEG1:0-2  REAL
@ATTRIBUTE EEG1:2-4  REAL
@ATTRIBUTE EEG1:4-6  REAL
@ATTRIBUTE EEG1:6-8  REAL
@ATTRIBUTE EEG1:8-10  REAL
@ATTRIBUTE EEG1:10-12  REAL
@ATTRIBUTE EEG1:12-14  REAL
@ATTRIBUTE EEG1:14-16  REAL
@ATTRIBUTE EEG1:16-18  REAL
@ATTRIBUTE EEG1:18-20  REAL
@ATTRIBUTE EEG1:20-22  REAL
@ATTRIBUTE EEG1:22-24  REAL
@ATTRIBUTE EEG1:24-26  REAL
@ATTRIBUTE EEG1:26-28  REAL
@ATTRIBUTE EEG1:28-30  REAL
@ATTRIBUTE EEG1:30-32  REAL
@ATTRIBUTE EEG1:32-34  REAL
@ATTRIBUTE EEG1:34-36  REAL
@ATTRIBUTE EEG1:36-38  REAL
@ATTRIBUTE EEG1:38-40  REAL
@ATTRIBUTE EEG1:40-42  REAL
@ATTRIBUTE EEG1:42-44  REAL
@ATTRIBUTE EEG1:44-46  REAL
@ATTRIBUTE EEG1:46-48  REAL
@ATTRIBUTE EEG1:48-50  REAL
@ATTRIBUTE EEG2:0-2  REAL
@ATTRIBUTE EEG2:2-4  REAL
@ATTRIBUTE EEG2:4-6  REAL
@ATTRIBUTE EEG2:6-8  REAL
@ATTRIBUTE EEG2:8-10  REAL
@ATTRIBUTE EEG2:10-12  REAL
@ATTRIBUTE EEG2:12-14  REAL
@ATTRIBUTE EEG2:14-16  REAL
@ATTRIBUTE EEG2:16-18  REAL
@ATTRIBUTE EEG2:18-20  REAL
@ATTRIBUTE EEG2:20-22  REAL
@ATTRIBUTE EEG2:22-24  REAL
@ATTRIBUTE EEG2:24-26  REAL
@ATTRIBUTE EEG2:26-28  REAL
@ATTRIBUTE EEG2:28-30  REAL
@ATTRIBUTE EEG2:30-32  REAL
@ATTRIBUTE EEG2:32-34  REAL
@ATTRIBUTE EEG2:34-36  REAL
@ATTRIBUTE EEG2:36-38  REAL
@ATTRIBUTE EEG2:38-40  REAL
@ATTRIBUTE EEG2:40-42  REAL
@ATTRIBUTE EEG2:42-44  REAL
@ATTRIBUTE EEG2:44-46  REAL
@ATTRIBUTE EEG2:46-48  REAL
@ATTRIBUTE EEG2:48-50  REAL
@ATTRIBUTE EEGavg:0-2  REAL
@ATTRIBUTE EEGavg:2-4  REAL
@ATTRIBUTE EEGavg:4-6  REAL
@ATTRIBUTE EEGavg:6-8  REAL
@ATTRIBUTE EEGavg:8-10  REAL
@ATTRIBUTE EEGavg:10-12  REAL
@ATTRIBUTE EEGavg:12-14  REAL
@ATTRIBUTE EEGavg:14-16  REAL
@ATTRIBUTE EEGavg:16-18  REAL
@ATTRIBUTE EEGavg:18-20  REAL
@ATTRIBUTE EEGavg:20-22  REAL
@ATTRIBUTE EEGavg:22-24  REAL
@ATTRIBUTE EEGavg:24-26  REAL
@ATTRIBUTE EEGavg:26-28  REAL
@ATTRIBUTE EEGavg:28-30  REAL
@ATTRIBUTE EEGavg:30-32  REAL
@ATTRIBUTE EEGavg:32-34  REAL
@ATTRIBUTE EEGavg:34-36  REAL
@ATTRIBUTE EEGavg:36-38  REAL
@ATTRIBUTE EEGavg:38-40  REAL
@ATTRIBUTE EEGavg:40-42  REAL
@ATTRIBUTE EEGavg:42-44  REAL
@ATTRIBUTE EEGavg:44-46  REAL
@ATTRIBUTE EEGavg:46-48  REAL
@ATTRIBUTE EEGavg:48-50  REAL
@ATTRIBUTE deltaEEG1  REAL
@ATTRIBUTE deltaEEG2  REAL
@ATTRIBUTE deltaAvg  REAL
@ATTRIBUTE thetaEEG1  REAL
@ATTRIBUTE thetaEEG2  REAL
@ATTRIBUTE thetaAvg  REAL
@ATTRIBUTE alphaEEG1  REAL
@ATTRIBUTE alphaEEG2  REAL
@ATTRIBUTE alphaAvg  REAL
@ATTRIBUTE betaEEG1  REAL
@ATTRIBUTE betaEEG2  REAL
@ATTRIBUTE betaAvg  REAL
@ATTRIBUTE gammaEEG1  REAL
@ATTRIBUTE gammaEEG2  REAL
@ATTRIBUTE gammaAvg  REAL
@ATTRIBUTE T-to-D_EEG1  REAL
@ATTRIBUTE T-to-D_EEG2  REAL
@ATTRIBUTE T-to-D_avg  REAL
@ATTRIBUTE B-to-D_EEG1  REAL
@ATTRIBUTE B-to-D_EEG2  REAL
@ATTRIBUTE B-to-D_avg  REAL
@ATTRIBUTE class {Wake, Non_REM, REM}

@DATA
-0.2686, 18.1053, -68.1124, 58.4137, 0.1466, 0.0900, 0.0778, 0.0783, 0.1277, 0.0447, 0.0700, 0.0336, 0.0645, 0.0344, 0.0574, 0.0775, 0.0540, 0.0241, 0.0075, 0.0020, 0.0007, 0.0012, 0.0013, 0.0013, 0.0011, 0.0010, 0.0012, 0.0012, 0.0011, 0.2551, 0.1118, 0.1169, 0.0965, 0.0742, 0.0593, 0.0413, 0.0341, 0.0324, 0.0425, 0.0450, 0.0376, 0.0248, 0.0127, 0.0037, 0.0023, 0.0019, 0.0015, 0.0013, 0.0011, 0.0010, 0.0008, 0.0009, 0.0006, 0.0008, 0.2209, 0.1049, 0.1046, 0.0907, 0.0911, 0.0547, 0.0503, 0.0339, 0.0425, 0.0400, 0.0489, 0.0501, 0.0340, 0.0163, 0.0049, 0.0022, 0.0015, 0.0014, 0.0013, 0.0012, 0.0010, 0.0009, 0.0010, 0.0008, 0.0009, 0.2366, 0.3669, 0.3018, 0.1560, 0.2134, 0.1847, 0.1724, 0.1335, 0.1529, 0.2025, 0.1503, 0.1764, 0.2325, 0.1359, 0.1842, 0.6594, 0.5816, 0.6121, 0.8559, 0.4097, 0.5846, Wake
-0.3193, 18.6735, -60.3338, 75.7434, 0.1135, 0.0427, 0.0659, 0.0851, 0.0972, 0.0518, 0.0692, 0.0827, 0.0674, 0.0847, 0.0890, 0.0532, 0.0559, 0.0178, 0.0086, 0.0029, 0.0016, 0.0015, 0.0016, 0.0014, 0.0013, 0.0012, 0.0010, 0.0013, 0.0016, 0.1577, 0.1278, 0.1337, 0.0881, 0.0831, 0.0673, 0.0555, 0.0493, 0.0603, 0.0485, 0.0312, 0.0226, 0.0330, 0.0203, 0.0072, 0.0038, 0.0023, 0.0017, 0.0013, 0.0012, 0.0009, 0.0008, 0.0010, 0.0006, 0.0006, 0.1410, 0.0956, 0.1081, 0.0870, 0.0884, 0.0615, 0.0607, 0.0620, 0.0630, 0.0622, 0.0531, 0.0341, 0.0417, 0.0194, 0.0077, 0.0034, 0.0020, 0.0016, 0.0014, 0.0013, 0.0011, 0.0010, 0.0010, 0.0009, 0.0010, 0.1562, 0.2855, 0.2209, 0.1510, 0.2219, 0.1864, 0.1491, 0.1504, 0.1497, 0.3040, 0.2137, 0.2588, 0.2397, 0.1285, 0.1841, 0.9666, 0.7770, 0.8441, 1.9458, 0.7484, 1.1719, Wake
-0.3056, 20.1832, -61.0723, 66.3401, 0.1371, 0.0932, 0.0614, 0.0651, 0.0874, 0.0526, 0.0914, 0.0629, 0.0442, 0.0663, 0.0795, 0.0706, 0.0502, 0.0252, 0.0058, 0.0027, 0.0010, 0.0006, 0.0004, 0.0002, 0.0002, 0.0003, 0.0004, 0.0006, 0.0006, 0.2543, 0.1006, 0.1027, 0.0706, 0.0973, 0.0469, 0.0682, 0.0472, 0.0334, 0.0489, 0.0450, 0.0312, 0.0325, 0.0111, 0.0045, 0.0014, 0.0007, 0.0006, 0.0004, 0.0004, 0.0004, 0.0003, 0.0004, 0.0007, 0.0003, 0.2162, 0.0982, 0.0893, 0.0688, 0.0941, 0.0487, 0.0757, 0.0523, 0.0369, 0.0546, 0.0562, 0.0440, 0.0382, 0.0157, 0.0049, 0.0018, 0.0008, 0.0006, 0.0004, 0.0003, 0.0003, 0.0003, 0.0004, 0.0007, 0.0004, 0.2303, 0.3549, 0.2926, 0.1265, 0.1733, 0.1499, 0.1399, 0.1442, 0.1421, 0.2648, 0.1977, 0.2313, 0.2385, 0.1299, 0.1842, 0.5491, 0.4883, 0.5122, 1.1499, 0.5570, 0.7903, Wake
-0.2263, 17.8282, -62.0569, 51.5705, 0.1438, 0.0945, 0.1046, 0.0452, 0.0924, 0.0487, 0.0609, 0.0765, 0.0537, 0.0737, 0.0700, 0.0690, 0.0375, 0.0128, 0.0089, 0.0029, 0.0005, 0.0004, 0.0002, 0.0003, 0.0004, 0.0007, 0.0005, 0.0011, 0.0008, 0.2657, 0.1114, 0.0656, 0.0952, 0.0917, 0.0571, 0.0490, 0.0390, 0.0412, 0.0419, 0.0265, 0.0377, 0.0374, 0.0133, 0.0050, 0.0024, 0.0021, 0.0024, 0.0024, 0.0024, 0.0022, 0.0022, 0.0025, 0.0022, 0.0018, 0.2219, 0.1053, 0.0796, 0.0772, 0.0919, 0.0541, 0.0532, 0.0524, 0.0457, 0.0533, 0.0421, 0.0489, 0.0374, 0.0131, 0.0064, 0.0026, 0.0015, 0.0017, 0.0016, 0.0016, 0.0015, 0.0016, 0.0018, 0.0018, 0.0014, 0.2383, 0.3771, 0.3077, 0.1498, 0.1608, 0.1553, 0.1411, 0.1488, 0.1450, 0.2648, 0.1710, 0.2179, 0.2060, 0.1423, 0.1741, 0.6287, 0.4264, 0.5048, 1.1113, 0.4535, 0.7082, Wake
0.7290, 70.4927, -403.2838, 403.2838, 0.5157, 0.1341, 0.0580, 0.0573, 0.0354, 0.0346, 0.0221, 0.0229, 0.0149, 0.0206, 0.0142, 0.0137, 0.0101, 0.0060, 0.0056, 0.0053, 0.0040, 0.0050, 0.0030, 0.0044, 0.0023, 0.0036, 0.0023, 0.0029, 0.0021, 0.4269, 0.1280, 0.0961, 0.0598, 0.0441, 0.0341, 0.0205, 0.0196, 0.0152, 0.0186, 0.0205, 0.0183, 0.0141, 0.0115, 0.0094, 0.0087, 0.0079, 0.0074, 0.0070, 0.0062, 0.0062, 0.0056, 0.0050, 0.0050, 0.0044, 0.4683, 0.1309, 0.0783, 0.0586, 0.0401, 0.0343, 0.0213, 0.0211, 0.0151, 0.0195, 0.0175, 0.0161, 0.0122, 0.0089, 0.0076, 0.0071, 0.0060, 0.0063, 0.0052, 0.0053, 0.0043, 0.0047, 0.0038, 0.0040, 0.0033, 0.6498, 0.5549, 0.6023, 0.1153, 0.1559, 0.1356, 0.0700, 0.0781, 0.0741, 0.0805, 0.0739, 0.0772, 0.0844, 0.1372, 0.1108, 0.1775, 0.2809, 0.2251, 0.1239, 0.1332, 0.1282, Wake
-0.2495, 19.5255, -81.3559, 79.4850, 0.5763, 0.0320, 0.0378, 0.0516, 0.0365, 0.0379, 0.0221, 0.0241, 0.0210, 0.0284, 0.0275, 0.0170, 0.0174, 0.0109, 0.0057, 0.0058, 0.0049, 0.0051, 0.0052, 0.0054, 0.0055, 0.0056, 0.0056, 0.0056, 0.0053, 0.5798, 0.0463, 0.0602, 0.0685, 0.0259, 0.0253, 0.0282, 0.0156, 0.0170, 0.0317, 0.0214, 0.0225, 0.0135, 0.0051, 0.0041, 0.0038, 0.0037, 0.0035, 0.0035, 0.0034, 0.0034, 0.0033, 0.0033, 0.0034, 0.0034, 0.5785, 0.0410, 0.0519, 0.0622, 0.0298, 0.0300, 0.0260, 0.0188, 0.0185, 0.0305, 0.0237, 0.0204, 0.0150, 0.0073, 0.0047, 0.0046, 0.0041, 0.0041, 0.0041, 0.0042, 0.0042, 0.0042, 0.0041, 0.0042, 0.0041, 0.6083, 0.6261, 0.6172, 0.0893, 0.1287, 0.1090, 0.0743, 0.0512, 0.0628, 0.0957, 0.0925, 0.0941, 0.1323, 0.1015, 0.1169, 0.1468, 0.2056, 0.1766, 0.1573, 0.1477, 0.1525, Wake
-0.3048, 17.1172, -59.4968, 51.8167, 0.0977, 0.0726, 0.0945, 0.1019, 0.0915, 0.0612, 0.0591, 0.0971, 0.0642, 0.0751, 0.0490, 0.0452, 0.0464, 0.0223, 0.0099, 0.0022, 0.0016, 0.0011, 0.0012, 0.0011, 0.0010, 0.0009, 0.0011, 0.0009, 0.0013, 0.1026, 0.0633, 0.1751, 0.1522, 0.0791, 0.0718, 0.0625, 0.0522, 0.0460, 0.0267, 0.0497, 0.0526, 0.0391, 0.0177, 0.0040, 0.0018, 0.0003, 0.0002, 0.0002, 0.0003, 0.0004, 0.0003, 0.0006, 0.0012, 0.0003, 0.1007, 0.0669, 0.1433, 0.1323, 0.0840, 0.0676, 0.0612, 0.0699, 0.0532, 0.0458, 0.0494, 0.0497, 0.0420, 0.0195, 0.0063, 0.0020, 0.0008, 0.0006, 0.0006, 0.0006, 0.0006, 0.0005, 0.0008, 0.0011, 0.0007, 0.1702, 0.1659, 0.1680, 0.1964, 0.3272, 0.2618, 0.1527, 0.1509, 0.1518, 0.2955, 0.1873, 0.2414, 0.1851, 0.1687, 0.1769, 1.1539, 1.9729, 1.5581, 1.7362, 1.1295, 1.4368, Wake
-0.3144, 16.9636, -53.5890, 64.4693, 0.1311, 0.0710, 0.1032, 0.0978, 0.0994, 0.0953, 0.0726, 0.0567, 0.0603, 0.0401, 0.0656, 0.0493, 0.0281, 0.0179, 0.0038, 0.0016, 0.0009, 0.0008, 0.0007, 0.0006, 0.0007, 0.0006, 0.0007, 0.0008, 0.0007, 0.1128, 0.0909, 0.1726, 0.1300, 0.0787, 0.0914, 0.0614, 0.0534, 0.0368, 0.0351, 0.0228, 0.0412, 0.0368, 0.0168, 0.0030, 0.0023, 0.0018, 0.0016, 0.0016, 0.0015, 0.0015, 0.0015, 0.0016, 0.0016, 0.0014, 0.1198, 0.0833, 0.1460, 0.1177, 0.0866, 0.0929, 0.0657, 0.0547, 0.0458, 0.0370, 0.0392, 0.0443, 0.0335, 0.0172, 0.0033, 0.0020, 0.0015, 0.0013, 0.0013, 0.0012, 0.0012, 0.0011, 0.0012, 0.0013, 0.0012, 0.2020, 0.2037, 0.2028, 0.2009, 0.3026, 0.2518, 0.1947, 0.1701, 0.1824, 0.2297, 0.1866, 0.2081, 0.1727, 0.1371, 0.1549, 0.9947, 1.4859, 1.2413, 1.1369, 0.9163, 1.0262, Wake
-0.2994, 16.2488, -56.2968, 85.4913, 0.0814, 0.0767, 0.0816, 0.0891, 0.0827, 0.0912, 0.1263, 0.0539, 0.0492, 0.0882, 0.0498, 0.0526, 0.0387, 0.0207, 0.0077, 0.0021, 0.0011, 0.0012, 0.0009, 0.0009, 0.0008, 0.0007, 0.0003, 0.0013, 0.0010, 0.0764, 0.1048, 0.1708, 0.1453, 0.0778, 0.0910, 0.0522, 0.0557, 0.0452, 0.0494, 0.0338, 0.0425, 0.0331, 0.0114, 0.0058, 0.0015, 0.0004, 0.0001, 0.0002, 0.0002, 0.0003, 0.0005, 0.0005, 0.0006, 0.0006, 0.0780, 0.0956, 0.1414, 0.1268, 0.0794, 0.0910, 0.0766, 0.0551, 0.0465, 0.0622, 0.0391, 0.0458, 0.0350, 0.0145, 0.0064, 0.0017, 0.0006, 0.0005, 0.0004, 0.0005, 0.0005, 0.0005, 0.0004, 0.0008, 0.0007, 0.1581, 0.1812, 0.1697, 0.1707, 0.3160, 0.2434, 0.1739, 0.1688, 0.1713, 0.3175, 0.2025, 0.2600, 0.1798, 0.1315, 0.1556, 1.0794, 1.7441, 1.4344, 2.0081, 1.1174, 1.5325, Wake
-0.2884, 17.6278, -57.2814, 65.3555, 0.0649, 0.0940, 0.0820, 0.1246, 0.0936, 0.1006, 0.0617, 0.0470, 0.0420, 0.0560, 0.0912, 0.0609, 0.0486, 0.0189, 0.0047, 0.0031, 0.0010, 0.0009, 0.0008, 0.0005, 0.0006, 0.0005, 0.0005, 0.0009, 0.0004, 0.0594, 0.1426, 0.0823, 0.1327, 0.0829, 0.1277, 0.0511, 0.0681, 0.0529, 0.0373, 0.0406, 0.0623, 0.0278, 0.0193, 0.0067, 0.0012, 0.0002, 0.0005, 0.0005, 0.0005, 0.0006, 0.0006, 0.0007, 0.0008, 0.0006, 0.0613, 0.1260, 0.0822, 0.1299, 0.0866, 0.1185, 0.0547, 0.0609, 0.0491, 0.0437, 0.0579, 0.0618, 0.0349, 0.0191, 0.0061, 0.0019, 0.0005, 0.0006, 0.0006, 0.0005, 0.0006, 0.0006, 0.0006, 0.0009, 0.0005, 0.1589, 0.2020, 0.1805, 0.2066, 0.2150, 0.2108, 0.1943, 0.2107, 0.2025, 0.2067, 0.2093, 0.2080, 0.2335, 0.1630, 0.1983, 1.2996, 1.0643, 1.1679, 1.3005, 1.0359, 1.1524, Wake
-0.2967, 17.3066, -61.2200, 54.7213, 0.0546, 0.0830, 0.1451, 0.0695, 0.1044, 0.1043, 0.1058, 0.0570, 0.0628, 0.0334, 0.0475, 0.0581, 0.0405, 0.0183, 0.0057, 0.0025, 0.0009, 0.0009, 0.0008, 0.0007, 0.0007, 0.0008, 0.0007, 0.0014, 0.0006, 0.1103, 0.1385, 0.1504, 0.0876, 0.0852, 0.0617, 0.0731, 0.0632, 0.0490, 0.0378, 0.0248, 0.0366, 0.0454, 0.0171, 0.0039, 0.0020, 0.0019, 0.0016, 0.0016, 0.0015, 0.0014, 0.0013, 0.0014, 0.0015, 0.0012, 0.0935, 0.1217, 0.1488, 0.0821, 0.0910, 0.0746, 0.0829, 0.0613, 0.0532, 0.0365, 0.0317, 0.0431, 0.0439, 0.0175, 0.0045, 0.0022, 0.0016, 0.0014, 0.0014, 0.0013, 0.0012, 0.0011, 0.0012, 0.0014, 0.0010, 0.1376, 0.2488, 0.1932, 0.2146, 0.2379, 0.2263, 0.2087, 0.1469, 0.1778, 0.2590, 0.2232, 0.2411, 0.1802, 0.1432, 0.1617, 1.5599, 0.9564, 1.1713, 1.8825, 0.8971, 1.2480, Wake
-0.2889, 17.3741, -62.5492, 65.6016, 0.0590, 0.1032, 0.0868, 0.1211, 0.0692, 0.0704, 0.0647, 0.0749, 0.0798, 0.0506, 0.0660, 0.0584, 0.0510, 0.0264, 0.0062, 0.0023, 0.0021, 0.0019, 0.0015, 0.0011, 0.0010, 0.0007, 0.0005, 0.0008, 0.0005, 0.0949, 0.1510, 0.1566, 0.1229, 0.0843, 0.0602, 0.0652, 0.0464, 0.0494, 0.0423, 0.0402, 0.0403, 0.0231, 0.0090, 0.0037, 0.0013, 0.0008, 0.0009, 0.0010, 0.0009, 0.0010, 0.0010, 0.0011, 0.0014, 0.0008, 0.0828, 0.1349, 0.1331, 0.1223, 0.0792, 0.0637, 0.0650, 0.0560, 0.0597, 0.0451, 0.0489, 0.0464, 0.0325, 0.0149, 0.0045, 0.0016, 0.0012, 0.0012, 0.0012, 0.0010, 0.0010, 0.0009, 0.0009, 0.0012, 0.0007, 0.1623, 0.2460, 0.2041, 0.2079, 0.2795, 0.2437, 0.1396, 0.1445, 0.1421, 0.2699, 0.2033, 0.2366, 0.2203, 0.1266, 0.1735, 1.2813, 1.1363, 1.1939, 1.6634, 0.8267, 1.1593, Wake
-0.2814, 18.2677, -63.0908, 73.2326, 0.0828, 0.0874, 0.0829, 0.0802, 0.0619, 0.0712, 0.0724, 0.0710, 0.0773, 0.0947, 0.0522, 0.0756, 0.0475, 0.0267, 0.0083, 0.0027, 0.0014, 0.0008, 0.0004, 0.0003, 0.0002, 0.0004, 0.0004, 0.0007, 0.0005, 0.1538, 0.1191, 0.0969, 0.1470, 0.0974, 0.0466, 0.0610, 0.0484, 0.0463, 0.0399, 0.0475, 0.0315, 0.0339, 0.0167, 0.0070, 0.0019, 0.0012, 0.0009, 0.0007, 0.0005, 0.0003, 0.0003, 0.0003, 0.0006, 0.0005, 0.1296, 0.1083, 0.0921, 0.1243, 0.0853, 0.0550, 0.0649, 0.0561, 0.0569, 0.0585, 0.0491, 0.0465, 0.0385, 0.0201, 0.0074, 0.0022, 0.0013, 0.0008, 0.0006, 0.0004, 0.0003, 0.0004, 0.0003, 0.0006, 0.0005, 0.1702, 0.2729, 0.2215, 0.1631, 0.2439, 0.2035, 0.1331, 0.1439, 0.1385, 0.3155, 0.1956, 0.2555, 0.2181, 0.1436, 0.1809, 0.9580, 0.8939, 0.9185, 1.8534, 0.7169, 1.1534, Wake
-0.2941, 16.1976, -58.9061, 56.4937, 0.1117, 0.0960, 0.1071, 0.0857, 0.0829, 0.0672, 0.0597, 0.0653, 0.0856, 0.0522, 0.0569, 0.0454, 0.0463, 0.0202, 0.0064, 0.0027, 0.0010, 0.0012, 0.0010, 0.0009, 0.0008, 0.0008, 0.0009, 0.0010, 0.0009, 0.1967, 0.1196, 0.1084, 0.1092, 0.0893, 0.0455, 0.0584, 0.0543, 0.0534, 0.0334, 0.0367, 0.0419, 0.0166, 0.0125, 0.0057, 0.0040, 0.0023, 0.0019, 0.0018, 0.0016, 0.0015, 0.0015, 0.0013, 0.0011, 0.0015, 0.1672, 0.1114, 0.1079, 0.1010, 0.0871, 0.0530, 0.0589, 0.0581, 0.0646, 0.0399, 0.0437, 0.0431, 0.0269, 0.0152, 0.0060, 0.0035, 0.0018, 0.0017, 0.0015, 0.0013, 0.0013, 0.0012, 0.0011, 0.0010, 0.0013, 0.2077, 0.3163, 0.2620, 0.1929, 0.2175, 0.2052, 0.1502, 0.1347, 0.1425, 0.2628, 0.1996, 0.2312, 0.1864, 0.1318, 0.1591, 0.9285, 0.6878, 0.7832, 1.2651, 0.6309, 0.8823, Wake
-0.2824, 17.7549, -64.0754, 93.1715, 0.1239, 0.0729, 0.1081, 0.0983, 0.0579, 0.0571, 0.1013, 0.0551, 0.0668, 0.0613, 0.0626, 0.0655, 0.0274, 0.0130, 0.0100, 0.0030, 0.0022, 0.0021, 0.0020, 0.0017, 0.0017, 0.0014, 0.0016, 0.0015, 0.0016, 0.2015, 0.1466, 0.0651, 0.0947, 0.0891, 0.0520, 0.0637, 0.0463, 0.0561, 0.0566, 0.0469, 0.0301, 0.0269, 0.0091, 0.0065, 0.0017, 0.0004, 0.0004, 0.0007, 0.0007, 0.0008, 0.0009, 0.0009, 0.0011, 0.0011, 0.1775, 0.1238, 0.0784, 0.0958, 0.0794, 0.0536, 0.0754, 0.0490, 0.0594, 0.0580, 0.0518, 0.0411, 0.0271, 0.0103, 0.0076, 0.0021, 0.0010, 0.0009, 0.0011, 0.0010, 0.0011, 0.0011, 0.0011, 0.0012, 0.0012, 0.1969, 0.3482, 0.2725, 0.2064, 0.1598, 0.1831, 0.1150, 0.1411, 0.1281, 0.2845, 0.2226, 0.2536, 0.1972, 0.1283, 0.1627, 1.0486, 0.4589, 0.6719, 1.4450, 0.6395, 0.9304, Wake
-0.3226, 17.3781, -54.1306, 55.6568, 0.1168, 0.0719, 0.1224, 0.0807, 0.0912, 0.0543, 0.0732, 0.0598, 0.0777, 0.0429, 0.0612, 0.0586, 0.0633, 0.0129, 0.0062, 0.0028, 0.0006, 0.0003, 0.0003, 0.0002, 0.0003, 0.0003, 0.0008, 0.0006, 0.0007, 0.1540, 0.0894, 0.1289, 0.0997, 0.0926, 0.0840, 0.0452, 0.0688, 0.0604, 0.0513, 0.0326, 0.0297, 0.0335, 0.0185, 0.0040, 0.0020, 0.0008, 0.0009, 0.0007, 0.0005, 0.0006, 0.0005, 0.0004, 0.0006, 0.0004, 0.1411, 0.0833, 0.1266, 0.0931, 0.0921, 0.0737, 0.0550, 0.0657, 0.0664, 0.0483, 0.0425, 0.0397, 0.0439, 0.0165, 0.0048, 0.0023, 0.0007, 0.0007, 0.0006, 0.0004, 0.0005, 0.0004, 0.0005, 0.0006, 0.0005, 0.1887, 0.2435, 0.2161, 0.2031, 0.2286, 0.2158, 0.1455, 0.1766, 0.1611, 0.2536, 0.2257, 0.2397, 0.2090, 0.1257, 0.1673, 1.0766, 0.9387, 0.9989, 1.3443, 0.9271, 1.1093, Wake
-0.2588, 16.0210, -50.5859, 51.2751, 0.0822, 0.1251, 0.0674, 0.1085, 0.0975, 0.0805, 0.0612, 0.0564, 0.0676, 0.0337, 0.0675, 0.0609, 0.0457, 0.0176, 0.0086, 0.0044, 0.0023, 0.0024, 0.0018, 0.0017, 0.0016, 0.0013, 0.0012, 0.0016, 0.0012, 0.1299, 0.0799, 0.1704, 0.1373, 0.1120, 0.0543, 0.0411, 0.0631, 0.0361, 0.0327, 0.0407, 0.0391, 0.0277, 0.0148, 0.0043, 0.0032, 0.0023, 0.0019, 0.0018, 0.0016, 0.0014, 0.0012, 0.0010, 0.0011, 0.0010, 0.1126, 0.0963, 0.1330, 0.1269, 0.1068, 0.0638, 0.0484, 0.0607, 0.0476, 0.0331, 0.0504, 0.0470, 0.0342, 0.0158, 0.0059, 0.0037, 0.0023, 0.0021, 0.0018, 0.0016, 0.0015, 0.0013, 0.0011, 0.0013, 0.0011, 0.2074, 0.2098, 0.2086, 0.1759, 0.3077, 0.2418, 0.1780, 0.1663, 0.1722, 0.2189, 0.1730, 0.1960, 0.2198, 0.1432, 0.1815, 0.8484, 1.4664, 1.1592, 1.0558, 0.8245, 0.9395, Wake
-0.3398, 17.5585, -58.6599, 64.2231, 0.1054, 0.1098, 0.0988, 0.1125, 0.0803, 0.0599, 0.0655, 0.0477, 0.0539, 0.0662, 0.0533, 0.0571, 0.0479, 0.0244, 0.0082, 0.0029, 0.0014, 0.0007, 0.0007, 0.0006, 0.0006, 0.0004, 0.0006, 0.0008, 0.0006, 0.1708, 0.1210, 0.1482, 0.1243, 0.0774, 0.0579, 0.0521, 0.0358, 0.0400, 0.0380, 0.0346, 0.0259, 0.0375, 0.0135, 0.0038, 0.0034, 0.0029, 0.0023, 0.0021, 0.0018, 0.0015, 0.0015, 0.0013, 0.0012, 0.0011, 0.1490, 0.1173, 0.1317, 0.1204, 0.0784, 0.0586, 0.0565, 0.0398, 0.0446, 0.0474, 0.0408, 0.0363, 0.0410, 0.0171, 0.0053, 0.0032, 0.0024, 0.0017, 0.0016, 0.0014, 0.0012, 0.0011, 0.0011, 0.0011, 0.0010, 0.2152, 0.2918, 0.2535, 0.2112, 0.2725, 0.2419, 0.1402, 0.1353, 0.1378, 0.2332, 0.1659, 0.1995, 0.2001, 0.1345, 0.1673, 0.9815, 0.9339, 0.9541, 1.0836, 0.5684, 0.7871, Wake
-0.2772, 19.7062, -55.0167, 59.8907, 0.1392, 0.0991, 0.0660, 0.0672, 0.1110, 0.0860, 0.0749, 0.0679, 0.0594, 0.0761, 0.0365, 0.0376, 0.0399, 0.0251, 0.0061, 0.0023, 0.0013, 0.0007, 0.0007, 0.0004, 0.0004, 0.0005, 0.0005, 0.0007, 0.0004, 0.2080, 0.1342, 0.0717, 0.0958, 0.0618, 0.0597, 0.0607, 0.0622, 0.0405, 0.0380, 0.0446, 0.0540, 0.0424, 0.0136, 0.0050, 0.0024, 0.0011, 0.0008, 0.0007, 0.0005, 0.0004, 0.0003, 0.0004, 0.0006, 0.0005, 0.1841, 0.1220, 0.0697, 0.0858, 0.0789, 0.0688, 0.0657, 0.0642, 0.0471, 0.0513, 0.0418, 0.0483, 0.0415, 0.0176, 0.0054, 0.0024, 0.0011, 0.0008, 0.0007, 0.0005, 0.0004, 0.0004, 0.0004, 0.0006, 0.0005, 0.2383, 0.3423, 0.2903, 0.1332, 0.1674, 0.1503, 0.1970, 0.1215, 0.1593, 0.2784, 0.2014, 0.2399, 0.1531, 0.1674, 0.1602, 0.5590, 0.4891, 0.5178, 1.1683, 0.5885, 0.8265, Wake
